"","Var1","Freq","rel"
"68920","vergelijke",0,0
"68921","vergelijking",0,0
"68922","vergelijkingner",0,0
"68923","vergelijkt",0,0
"68924","vergelykingen",0,0
"68925","verger",0,0
"68926","vergers",0,0
"68927","vergeten",0,0
"68928","vergevorderden",0,0
"68929","vergez",0,0
"68930","vergezeld",0,0
"68931","vergezellen",0,0
"68932","vergezichten",0,0
"68933","vergierde",0,0
"68934","vergimning",0,0
"68935","vergissing",0,0
"68936","vergitnn",0,0
"68937","vergjptuais",0,0
"68938","vergl",0,0
"68939","verglaasde",0,0
"68940","vergniimsiig",0,0
"68941","vergnügungscomïiissar",0,0
"68942","vergoed",0,0
"68943","vergoeden",0,0
"68944","vergoediag",0,0
"68945","vergoeding",0,0
"68946","vergoedingvanlopct",0,0
"68947","vergoegen",0,0
"68948","vergoowen",0,0
"68949","vergroatend",0,0
"68950","vergroeiingen",0,0
"68951","vergrooting",0,0
"68952","vergrootingen",0,0
"68953","vergrootiogen",0,0
"68954","vergrwld",0,0
"68955","vergukikg",0,0
"68956","vergulden",0,0
"68957","vergulds",0,0
"68958","vergulen",0,0
"68959","vergun",0,0
"68960","vergunniag",0,0
"68961","vergunning",0,0
"68962","vergunning»™",0,0
"68963","vergunnings",0,0
"68964","vergunningt",0,0
"68965","vérgunrt",0,0
"68966","vèrgurihirig",0,0
"68967","verh",0,0
"68968","verhaal",0,0
"68969","verhaalt",0,0
"68970","verhaaltjes",0,0
"68971","verhaar",0,0
"68972","verhaat",0,0
"68973","verhage",0,0
"68974","verhagen",0,0
"68975","verhagen—v",0,0
"68976","verhalen",0,0
"68977","verhaltnissen",0,0
"68978","verhandel",0,0
"68979","verhandeld",0,0
"68980","verhard",0,0
"68981","verhees",0,0
"68982","verheid",0,0
"68983","verheijden",0,0
"68984","verheijen",0,0
"68985","verheijen—tilman",0,0
"68986","verhengen",0,0
"68987","verhet",0,0
"68988","verheterifg",0,0
"68989","verheul",0,0
"68990","verhezen",0,0
"68991","verhinderd",0,0
"68992","verhngen",0,0
"68993","verhoeden",0,0
"68994","verhoeff",0,0
"68995","verhoeging",0,0
"68996","verhoekx",0,0
"68997","verhoeven",0,0
"68998","verho»ging",0,0
"68999","verhoogifg",0,0
"69000","verhooging",0,0
"69001","verhoogingen",0,0
"69002","verhoogirg",0,0
"69003","verhoogiug",0,0
"69004","verhoogsom",0,0
"69005","verhoogt",0,0
"69006","verhooiiing",0,0
"69007","verhooing",0,0
"69008","verhooj",0,0
"69009","verhoop",0,0
"69010","verhoopeti",0,0
"69011","verhoopt",0,0
"69012","verhoring",0,0
"69013","verhoudeifj",0,0
"69014","verhouden",0,0
"69015","verhouding",0,0
"69016","verhrtfjirbaar",0,0
"69017","verhuisd",0,0
"69018","verhuist",0,0
"69019","verhuiswagen",0,0
"69020","verhüitf",0,0
"69021","verhuizing",0,0
"69022","verhulst",0,0
"69023","verhunrd",0,0
"69024","verhuren",0,0
"69025","verhuring",0,0
"69026","verhuringen",0,0
"69027","verhuur",0,0
"69028","verhuurd",0,0
"69029","verhuurde",0,0
"69030","verhuurder",0,0
"69031","verhuurderij",0,0
"69032","verhuurderjj",0,0
"69033","verhuurders",0,0
"69034","verhuurkan",0,0
"69035","verhuurkani",0,0
"69036","verhuurkantoor",0,0
"69037","veri",0,0
"69038","verichecen",0,0
"69039","vericht",0,0
"69040","verichten",0,0
"69041","veriend",0,0
"69042","verificatie",0,0
"69043","verificatievergadering",0,0
"69044","verificatieytrgiderinir",0,0
"69045","verifieeren",0,0
"69046","veriiïiniilerasinlelen",0,0
"69047","verijsel",0,0
"69048","verijssel",0,0
"69049","verin",0,0
"69050","verineden",0,0
"69051","vering",0,0
"69052","veriocht",0,0
"69053","verirek",0,0
"69054","veritas",0,0
"69055","verïten",0,0
"69056","verj",0,0
"69057","verjaardag",0,0
"69058","verjaardagen",0,0
"69059","verjaarfeest",0,0
"69060","verjaraderws",0,0
"69061","verjiy",0,0
"69062","verk",0,0
"69063","verkade",0,0
"69064","verkante",0,0
"69065","verkauf",0,0
"69066","verkaufen",0,0
"69067","verkauferin",0,0
"69068","verkcerdheden",0,0
"69069","verkcop",0,0
"69070","verkcopen",0,0
"69071","verkcoppubliek",0,0
"69072","verke",0,0
"69073","verkeer",0,0
"69074","verkeerdheden",0,0
"69075","verkeerend",0,0
"69076","verkeerende",0,0
"69077","verkeert",0,0
"69078","verken",0,0
"69079","verkenen",0,0
"69080","verkeoplokaal",0,0
"69081","verkeringen",0,0
"69082","verkieselijk",0,0
"69083","verkiest",0,0
"69084","verkiez",0,0
"69085","verkiezen",0,0
"69086","verkiezende",0,0
"69087","verkiezeuda",0,0
"69088","verkieziag",0,0
"69089","verkiezing",0,0
"69090","verkiezingen",0,0
"69091","verkiijgbaar",0,0
"69092","verkijgbatr",0,0
"69093","verkiozitg",0,0
"69094","verklaar",0,0
"69095","verklaard",0,0
"69096","verklaart",0,0
"69097","verklaren",0,0
"69098","verklarende",0,0
"69099","verklaring",0,0
"69100","verklaringen",0,0
"69101","verkleumd",0,0
"69102","verkmeidv",0,0
"69103","verknoplokaal",0,0
"69104","verko",0,0
"69105","verkoap",0,0
"69106","verkocht",0,0
"69107","verkochtafgeouß",0,0
"69108","verkochte",0,0
"69109","verkocitt",0,0
"69110","verkocp",0,0
"69111","verkoelen",0,0
"69112","verkoelende",0,0
"69113","verkoelendste",0,0
"69114","verkondig",0,0
"69115","verkonper",0,0
"69116","verkooahui",0,0
"69117","verkoofo",0,0
"69118","verkooht",0,0
"69119","verkooiien",0,0
"69120","verkoojix",0,0
"69121","verkoon",0,0
"69122","verkoop",0,0
"69123","verkoopagenten",0,0
"69124","verkoopdag",0,0
"69125","verkoopdagen",0,0
"69126","verkoopen",0,0
"69127","verkoopên",0,0
"69128","verkoopend",0,0
"69129","verkoopende",0,0
"69130","verkoopeny",0,0
"69131","verkooper",0,0
"69132","verkooperb",0,0
"69133","verkoopers",0,0
"69134","verkoopeu",0,0
"69135","verkoopgen",0,0
"69136","verkoophuis",0,0
"69137","verkoophuls",0,0
"69138","verkoopiag",0,0
"69139","verkooping",0,0
"69140","verkoopingen",0,0
"69141","verkoopinghareff",0,0
"69142","verkoopingp",0,0
"69143","verkoopiog",0,0
"69144","verkoopjn",0,0
"69145","verkooplmis",0,0
"69146","verkooplocaal",0,0
"69147","verkooplokaal",0,0
"69148","verkooplokalen",0,0
"69149","verkoopng",0,0
"69150","verkoopon",0,0
"69151","verkoopprijs",0,0
"69152","verkoopster",0,0
"69153","verkoopsterpg",0,0
"69154","verkoopsters",0,0
"69155","verkoopt",0,0
"69156","verkoopvan",0,0
"69157","verkoos",0,0
"69158","verkopper",0,0
"69159","verkoud",0,0
"69160","verkoudheden",0,0
"69161","verkoudheid",0,0
"69162","verkoüiokaa",0,0
"69163","verkouteren",0,0
"69164","verkping",0,0
"69165","verkreeg",0,0
"69166","verkregen",0,0
"69167","verkrfebaar",0,0
"69168","verkrggbaar",0,0
"69169","verkrggbare",0,0
"69170","verkrggen",0,0
"69171","verkrgging",0,0
"69172","verkrigbaar",0,0
"69173","verkriiêbaar",0,0
"69174","verkriigbaar",0,0
"69175","verkriigen",0,0
"69176","verkriighaar",0,0
"69177","verkrijg",0,0
"69178","verkrijgb",0,0
"69179","verkrijgbaaf",0,0
"69180","verkrijgbaarbij",0,0
"69181","verkrijgbaér",0,0
"69182","verkrijgbar",0,0
"69183","verkrijgbbijlüljksvthoofï",0,0
"69184","verkrijgen",0,0
"69185","verkrijger",0,0
"69186","verkrijging",0,0
"69187","verkrijgoaar",0,0
"69188","verkrijgt",0,0
"69189","verkrjgoaar",0,0
"69190","verkrjjgb",0,0
"69191","verkrjjgbaar",0,0
"69192","verkrjjgen",0,0
"69193","verkrngbaar",0,0
"69194","verkrngbare",0,0
"69195","verkrögbaar",0,0
"69196","verkrügb",0,0
"69197","verkrügbaar",0,0
"69198","verkrüsbaar",0,0
"69199","verkrygbaai",0,0
"69200","verkrygbaar",0,0
"69201","verkrygbair",0,0
"69202","verkrygen",0,0
"69203","verktreinen",0,0
"69204","verkuurde",0,0
"69205","verkygbanr",0,0
"69206","verl",0,0
"69207","verlaagd",0,0
"69208","verlaagde",0,0
"69209","verlaat",0,0
"69210","verlaatsmeester",0,0
"69211","verlagsmagazin",0,0
"69212","verlamming",0,0
"69213","verland",0,0
"69214","verlaneenterkrïiijbaar",0,0
"69215","verlang",0,0
"69216","verlang®",0,0
"69217","verlangd",0,0
"69218","verlangde",0,0
"69219","verlangdooor",0,0
"69220","verlangen",0,0
"69221","verlanging",0,0
"69222","verlangt",0,0
"69223","verlanöd",0,0
"69224","verlanst",0,0
"69225","verlassensehaften",0,0
"69226","verlaten",0,0
"69227","verlcgrnwoordfger",0,0
"69228","verlcoudhcden",0,0
"69229","ver»l»dlng",0,0
"69230","verle",0,0
"69231","verledging",0,0
"69232","verleend",0,0
"69233","verleenen",0,0
"69234","verleenon",0,0
"69235","verleent",0,0
"69236","verlegde",0,0
"69237","verlegging",0,0
"69238","verleiii",0,0
"69239","verlengd",0,0
"69240","verlengde",0,0
"69241","verlengden",0,0
"69242","verlengen",0,0
"69243","verlenging",0,0
"69244","verlengstukken",0,0
"69245","verleond",0,0
"69246","verlicht",0,0
"69247","verlichten",0,0
"69248","verlichting",0,0
"69249","verlichtingsfabriek",0,0
"69250","verlidst",0,0
"69251","verlieer",0,0
"69252","verlies",0,0
"69253","verliesrekening",0,0
"69254","verliezen",0,0
"69255","verligt",0,0
"69256","verlijden",0,0
"69257","verlioogiug",0,0
"69258","verlioop",0,0
"69259","verliuistijd",0,0
"69260","verliuring",0,0
"69261","verllchtljnsr",0,0
"69262","verlocbt",0,0
"69263","verlof",0,0
"69264","verloofde",0,0
"69265","verloofden",0,0
"69266","verlooij",0,0
"69267","verloop",0,0
"69268","verloopen",0,0
"69269","verlor",0,0
"69270","verloren",0,0
"69271","■verloren",0,0
"69272","verlos",0,0
"69273","verloskundige",0,0
"69274","verlosli",0,0
"69275","verlosser",0,0
"69276","verlossing",0,0
"69277","verlossingen",0,0
"69278","verloting",0,0
"69279","verloving",0,0
"69280","verlovingsbrieven",0,0
"69281","verlovingskaarten",0,0
"69282","verluofde",0,0
"69283","verlwijgbaar",0,0
"69284","vermaa",0,0
"69285","vermaak",0,0
"69286","vermaesj",0,0
"69287","vermakelgk",0,0
"69288","vermakelijkespraakkunst",0,0
"69289","vermakelijkheden",0,0
"69290","vermakelijkheid",0,0
"69291","vermakelijklmlen",0,0
"69292","vermakelüke",0,0
"69293","vermaken",0,0
"69294","vermald",0,0
"69295","vermalé",0,0
"69296","vermaling",0,0
"69297","vermande",0,0
"69298","vermars",0,0
"69299","vermat",0,0
"69300","vermatfso",0,0
"69301","verme",0,0
"69302","vermecelli",0,0
"69303","vermecelll",0,0
"69304","vermeden",0,0
"69305","vermee",0,0
"69306","vermeeinissen",0,0
"69307","vermeen",0,0
"69308","vermeenen",0,0
"69309","vermeer",0,0
"69310","vermeerderd",0,0
"69311","vermeerderde",0,0
"69312","vermeerderen",0,0
"69313","vermeerdering",0,0
"69314","vermeeren",0,0
"69315","vermeid",0,0
"69316","vermeinen",0,0
"69317","vermeld",0,0
"69318","vermelde",0,0
"69319","vermelden",0,0
"69320","vermeldende",0,0
"69321","vermeldidg",0,0
"69322","vermelding",0,0
"69323","vermeldiog",0,0
"69324","vermeldt",0,0
"69325","vermena",0,0
"69326","vermengd",0,0
"69327","vermengen",0,0
"69328","vermenigvuldigen",0,0
"69329","vermeorderd",0,0
"69330","vermétdei",0,0
"69331","vermets",0,0
"69332","vermeulen",0,0
"69333","vermeys",0,0
"69334","vermicelle",0,0
"69335","vermicelli",0,0
"69336","vermieten",0,0
"69337","vermijden",0,0
"69338","vermijne",0,0
"69339","vermin",0,0
"69340","verminderd",0,0
"69341","verminderde",0,0
"69342","verminderden",0,0
"69343","verminderen",0,0
"69344","vermindering",0,0
"69345","vermindert",0,0
"69346","vermist",0,0
"69347","vermisten",0,0
"69348","vermits",0,0
"69349","vermlsttgeriritmet",0,0
"69350","vermoedelyk",0,0
"69351","vermoeidepersonen",0,0
"69352","vermoeidheid",0,0
"69353","vermoeienissen",0,0
"69354","vermoeit",0,0
"69355","vermogen",0,0
"69356","vermogenj",0,0
"69357","vermongen",0,0
"69358","vermoord",0,0
"69359","vermooten",0,0
"69360","vermouth",0,0
"69361","vermouthnoiiiy",0,0
"69362","vermsa",0,0
"69363","vermunt",0,0
"69364","vern",0,0
"69365","vername",0,0
"69366","vernclie",0,0
"69367","vernemen",0,0
"69368","vernemeu",0,0
"69369","verniartite",0,0
"69370","vernickeld",0,0
"69371","vernield",0,0
"69372","vernielden",0,0
"69373","vernielel",0,0
"69374","vernieling",0,0
"69375","vernietigd",0,0
"69376","vernietiging",0,0
"69377","vernieuwd",0,0
"69378","™»vernieuwd",0,0
"69379","vernieuwde",0,0
"69380","vernieuwen",0,0
"69381","vernieuwing",0,0
"69382","vernig",0,0
"69383","vernikkelde",0,0
"69384","vernikkelen",0,0
"69385","vernis",0,0
"69386","vernisena",0,0
"69387","vernisenam",0,0
"69388","vernisenamelvekf",0,0
"69389","vernisenamelvere",0,0
"69390","vernisenamelverf",0,0
"69391","vèrnisenamelverf",0,0
"69392","vernishoutkleuiitintkf",0,0
"69393","vernishoutkleurtinten",0,0
"69394","vernisiioutkleurtiniten",0,0
"69395","vernisiioutkleurtinten",0,0
"69396","vernisjen",0,0
"69397","vernissen",0,0
"69398","vernisstoker",0,0
"69399","vernist",0,0
"69400","vernjsiioutkleurtinten",0,0
"69401","vernkl",0,0
"69402","vernootschap",0,0
"69403","vernout",0,0
"69404","vernschte",0,0
"69405","vernsenam",0,0
"69406","vernsiioutkleurtinten",0,0
"69407","vero",0,0
"69408","veroadering",0,0
"69409","veröimrz",0,0
"69410","veroisebte",0,0
"69411","verondea",0,0
"69412","verongelukt",0,0
"69413","verontbaar",0,0
"69414","verontrustende",0,0
"69415","veroonaawi",0,0
"69416","veroordeelen",0,0
"69417","veroorloofd",0,0
"69418","veroorlooft",0,0
"69419","veroorzaakt",0,0
"69420","veroorzaau",0,0
"69421","veroorzaken",0,0
"69422","verotshoutkleurtinten",0,0
"69423","verouderd",0,0
"69424","verouderen",0,0
"69425","verp",0,0
"69426","verpachten",0,0
"69427","verpachting",0,0
"69428","verpachtingstgd",0,0
"69429","verpachtiugstijd",0,0
"69430","verpak",0,0
"69431","verpaki",0,0
"69432","verpakken",0,0
"69433","verpakking",0,0
"69434","verpakkingen",0,0
"69435","verpakkingsartikelen",0,0
"69436","verpakkirg",0,0
"69437","verpakkiuk",0,0
"69438","verpakt",0,0
"69439","verpakte",0,0
"69440","verpanden",0,0
"69441","verpderii",0,0
"69442","verpekot",0,0
"69443","verpiiiitukoöi",0,0
"69444","verpl",0,0
"69445","verplaartflmg",0,0
"69446","verplaatsen",0,0
"69447","verplaatsing",0,0
"69448","verplaatst",0,0
"69449","verplanting",0,0
"69450","verpleegd",0,0
"69451","verpleegster",0,0
"69452","verpleegsters",0,0
"69453","verplegen",0,0
"69454","verpleger",0,0
"69455","verpleging",0,0
"69456","verplegingaangeboden",0,0
"69457","verplegmgsart",0,0
"69458","verplicht",0,0
"69459","verplichting",0,0
"69460","verplichtingen",0,0
"69461","verpondicgsnommer",0,0
"69462","verpondicgsnummer",0,0
"69463","verpondin",0,0
"69464","verponding",0,0
"69465","verpondingennmmer",0,0
"69466","verponding»nummer",0,0
"69467","verpondingnummers",0,0
"69468","verpondings",0,0
"69469","verpondingsbelasting",0,0
"69470","verpondiogsnummer",0,0
"69471","verpondirgfnummer",0,0
"69472","verptikt",0,0
"69473","verr",0,0
"69474","verrassenden",0,0
"69475","verrasseuden",0,0
"69476","verrassing",0,0
"69477","verrast",0,0
"69478","verrdcht",0,0
"69479","verreke",0,0
"69480","verrekemgau",0,0
"69481","verrekenpakket",0,0
"69482","verrekenpakketten",0,0
"69483","verrenigd",0,0
"69484","verreweg",0,0
"69485","verricht",0,0
"69486","verrichte",0,0
"69487","verrichted",0,0
"69488","verrichten",0,0
"69489","verrichtend",0,0
"69490","verrichtende",0,0
"69491","verrichtenflink",0,0
"69492","verrichter",0,0
"69493","verrieh",0,0
"69494","verriehben",0,0
"69495","verrigten",0,0
"69496","verrijkt",0,0
"69497","verritten",0,0
"69498","verrocbt",0,0
"69499","verroegc",0,0
"69500","verroer",0,0
"69501","verrotwoord",0,0
"69502","ver«rrenwoordlffer",0,0
"69503","versa",0,0
"69504","versah",0,0
"69505","versammlung",0,0
"69506","versandgeschaft",0,0
"69507","verscbe",0,0
"69508","versch",0,0
"69509","vérsch",0,0
"69510","verschaffen",0,0
"69511","verschaft",0,0
"69512","verschafte",0,0
"69513","verschallenb",0,0
"69514","versche",0,0
"69515","verscheen",0,0
"69516","verscheidene",0,0
"69517","verscheidenheden",0,0
"69518","verscheidenheid",0,0
"69519","verschel",0,0
"69520","verschelden",0,0
"69521","verschen",0,0
"69522","verschenea",0,0
"69523","verschenen",0,0
"69524","verschepen",0,0
"69525","verschepeu",0,0
"69526","verschijndag",0,0
"69527","verschijnen",0,0
"69528","verschijnend",0,0
"69529","verschijnende",0,0
"69530","verschijningen",0,0
"69531","verschijnselen",0,0
"69532","verschijnt",0,0
"69533","verschil",0,0
"69534","■verschillende",0,0
"69535","verschillenden",0,0
"69536","verschilleude",0,0
"69537","verschilsende",0,0
"69538","verschjjnt",0,0
"69539","verschlllcligd",0,0
"69540","verschn",0,0
"69541","verschonen",0,0
"69542","verschonende",0,0
"69543","verschoond",0,0
"69544","verschotten",0,0
"69545","verschs",0,0
"69546","verschueren",0,0
"69547","verschuilende",0,0
"69548","verschulu",0,0
"69549","verschure",0,0
"69550","verschuult",0,0
"69551","verschuur",0,0
"69552","verschuurpeters",0,0
"69553","versciie",0,0
"69554","versclie",0,0
"69555","verscliillende",0,0
"69556","verscmïjjr",0,0
"69557","verscmllenfle",0,0
"69558","verscst",0,0
"69559","versebenen",0,0
"69560","verseh",0,0
"69561","versehc",0,0
"69562","versehe",0,0
"69563","versehuldgde",0,0
"69564","verseki",0,0
"69565","verselie",0,0
"69566","verseprijzenr",0,0
"69567","versgflgi",0,0
"69568","vershcldene",0,0
"69569","versichernngs",0,0
"69570","versicherungs",0,0
"69571","versierd",0,0
"69572","versieringen",0,0
"69573","versieringskunst",0,0
"69574","versischte",0,0
"69575","verslag",0,0
"69576","verslagen",0,0
"69577","verslat",0,0
"69578","versleringen",0,0
"69579","verslijming",0,0
"69580","verslijt",0,0
"69581","versluijs",0,0
"69582","verslul",0,0
"69583","versmaden",0,0
"69584","versnel",0,0
"69585","versneld",0,0
"69586","verso",0,0
"69587","versohaffen",0,0
"69588","versohe",0,0
"69589","versoheen",0,0
"69590","versohenen",0,0
"69591","versohulentte",0,0
"69592","verspild",0,0
"69593","verspohl",0,0
"69594","verspr",0,0
"69595","verspreid",0,0
"69596","verspreiding",0,0
"69597","verßchillendo",0,0
"69598","verssoek",0,0
"69599","verßolorflo",0,0
"69600","verssuld",0,0
"69601","verstaan",0,0
"69602","verstaand",0,0
"69603","verstaande",0,0
"69604","verstaani",0,0
"69605","verstaat",0,0
"69606","verstandsoefeningen",0,0
"69607","verstappen",0,0
"69608","verstarb",0,0
"69609","verstee",0,0
"69610","versteeg",0,0
"69611","versteegh",0,0
"69612","versteegsïïsf",0,0
"69613","versteegxwri",0,0
"69614","verstege",0,0
"69615","versteht",0,0
"69616","verstehveik",0,0
"69617","versteilen",0,0
"69618","versteïnaaister",0,0
"69619","verstek",0,0
"69620","verstel",0,0
"69621","verstelen",0,0
"69622","verstellen",0,0
"69623","vérstellen",0,0
"69624","verstèllenen",0,0
"69625","verstellenlinnenmerken",0,0
"69626","verstelnaaien",0,0
"69627","verstelnaaissteji",0,0
"69628","verstelnaaister",0,0
"69629","verstelwerk",0,0
"69630","verstelwérk",0,0
"69631","verster",0,0
"69632","versterildqqi",0,0
"69633","versterken",0,0
"69634","versterking",0,0
"69635","versterkingen",0,0
"69636","versterkingsmiddel",0,0
"69637","versterkt",0,0
"69638","versterktdoor",0,0
"69639","verstiekken",0,0
"69640","verstop",0,0
"69641","verstopping",0,0
"69642","verstoppingen",0,0
"69643","verstoringen",0,0
"69644","verstraal",0,0
"69645","verstraat",0,0
"69646","verstrakt",0,0
"69647","verstrekken",0,0
"69648","vérstrekken",0,0
"69649","verstrekt",0,0
"69650","verstrijken",0,0
"69651","verstrkken",0,0
"69652","versts",0,0
"69653","verstuiking",0,0
"69654","versuchstabion",0,0
"69655","vert",0,0
"69656","vertaald",0,0
"69657","vertaalde",0,0
"69658","vertaalt",0,0
"69659","vertaalwerk",0,0
"69660","vertakt",0,0
"69661","vertalen",0,0
"69662","vertaling",0,0
"69663","vertalingen",0,0
"69664","vertbureau",0,0
"69665","vertche",0,0
"69666","vertcknw",0,0
"69667","verte",0,0
"69668","verteait",0,0
"69669","vertearen",0,0
"69670","verteeg",0,0
"69671","verteerbaarheid",0,0
"69672","verteere",0,0
"69673","verteeren",0,0
"69674","verteerlngsvloeistof",0,0
"69675","verteftenwoordisers",0,0
"69676","verteg",0,0
"69677","vertegen",0,0
"69678","vertegenwoomj",0,0
"69679","vertegenwoord",0,0
"69680","vertegenwoordig",0,0
"69681","vertegenwoordigd",0,0
"69682","vertegenwoordigen",0,0
"69683","vertegenwoordigende",0,0
"69684","vertegenwoordiger",0,0
"69685","vertegenwoordigers",0,0
"69686","vertegenwoordiging",0,0
"69687","vertegenwoordigt",0,0
"69688","vertegenwoormigxg",0,0
"69689","vertegevooidlslng",0,0
"69690","vertegrenwoordljjen",0,0
"69691","vertegwoordiger",0,0
"69692","vertek",0,0
"69693","vertekering",0,0
"69694","verteld",0,0
"69695","vertelling",0,0
"69696","vertellingen",0,0
"69697","vertentiebureau",0,0
"69698","verteren",0,0
"69699","vertesremvoordag",0,0
"69700","verteutiekosten",0,0
"69701","vertid",0,0
"69702","vertiek",0,0
"69703","vertikale",0,0
"69704","vertimmerde",0,0
"69705","vertimmering",0,0
"69706","vertinde",0,0
"69707","vertluisd",0,0
"69708","verto",0,0
"69709","vertoefden",0,0
"69710","vertoeft",0,0
"69711","vertoevende",0,0
"69712","vertolker",0,0
"69713","vertooiog",0,0
"69714","vertoon",0,0
"69715","vertoonen",0,0
"69716","vertoonende",0,0
"69717","vertoooing",0,0
"69718","vertoop",0,0
"69719","vertr",0,0
"69720","vertraging",0,0
"69721","vertragingen",0,0
"69722","vertrauenßvollsten",0,0
"69723","vertraut",0,0
"69724","vertraute",0,0
"69725","vertrbter",0,0
"69726","vertrek",0,0
"69727","vertrekdagen",0,0
"69728","vertrekdatums",0,0
"69729","vertrekken",0,0
"69730","vertrekkend",0,0
"69731","vertrekkende",0,0
"69732","vertrekt",0,0
"69733","vertretcr",0,0
"69734","vertreten",0,0
"69735","vertreter",0,0
"69736","vertreterwollen",0,0
"69737","vertretung",0,0
"69738","vertreuwen",0,0
"69739","vertroawbarèl",0,0
"69740","vertrok",0,0
"69741","vertrokken",0,0
"69742","vertrokt",0,0
"69743","vertrouwbaar",0,0
"69744","vertrouwbaarste",0,0
"69745","vertrouwbaarsto",0,0
"69746","vertrouwbare",0,0
"69747","vertrouwbaren",0,0
"69748","vertrouwdeeferentiën",0,0
"69749","vertrouwds",0,0
"69750","vertrouwen",0,0
"69751","vertüikt",0,0
"69752","vertwaronvensterglas",0,0
"69753","veruiicelle",0,0
"69754","veruiigt",0,0
"69755","verülbeh",0,0
"69756","verumvonmozart",0,0
"69757","veruoogingen",0,0
"69758","verv",0,0
"69759","vervaaidied",0,0
"69760","vervaardigd",0,0
"69761","vervaardigde",0,0
"69762","vervaardigen",0,0
"69763","vervaardiger",0,0
"69764","vervaardigfran",0,0
"69765","vervaardigog",0,0
"69766","vervaardigt",0,0
"69767","vervaj",0,0
"69768","verval",0,0
"69769","vervaldag",0,0
"69770","vervallen",0,0
"69771","vervallende",0,0
"69772","vervallendein",0,0
"69773","vervaneen",0,0
"69774","vervangen",0,0
"69775","vervangers",0,0
"69776","vervanging",0,0
"69777","vervardgen",0,0
"69778","vervat",0,0
"69779","vervebfknecbt",0,0
"69780","verveer",0,0
"69781","verveld",0,0
"69782","verven",0,0
"69783","vervener",0,0
"69784","verveners",0,0
"69785","verver",0,0
"69786","ververij",0,0
"69787","ververschingen",0,0
"69788","verversdijk",0,0
"69789","verversknecht",0,0
"69790","verversknechten",0,0
"69791","ververstraat",0,0
"69792","verveu",0,0
"69793","vervier",0,0
"69794","verviers",0,0
"69795","verviétoise",0,0
"69796","vervisrnamelyerf",0,0
"69797","vervoe",0,0
"69798","vervoega",0,0
"69799","vervoegd",0,0
"69800","vervoege",0,0
"69801","vervoegen",0,0
"69802","vervoegen■",0,0
"69803","vervoegenj",0,0
"69804","vervoegens",0,0
"69805","vervoegensavonds",0,0
"69806","vervoegon",0,0
"69807","vervoen",0,0
"69808","vervoer",0,0
"69809","vervoerd",0,0
"69810","vervoered",0,0
"69811","vervoeren",0,0
"69812","vervoermiddel",0,0
"69813","vervolg",0,0
"69814","vervolgd",0,0
"69815","vervolgens",0,0
"69816","vervolging",0,0
"69817","vervómeu",0,0
"69818","vervoord",0,0
"69819","vervreemden",0,0
"69820","vervreemding",0,0
"69821","vervuld",0,0
"69822","vervulde",0,0
"69823","vervullen",0,0
"69824","vervulling",0,0
"69825","verw",0,0
"69826","verwaai",0,0
"69827","verwaarloosden",0,0
"69828","verwaarloozen",0,0
"69829","verwacht",0,0
"69830","verwachte",0,0
"69831","verwachten",0,0
"69832","verwachting",0,0
"69833","verwachtingen",0,0
"69834","verwacming",0,0
"69835","verwaltung",0,0
"69836","verwanten",0,0
"69837","verwaöhtingen",0,0
"69838","verwarmd",0,0
"69839","verwarmde",0,0
"69840","verwarmen",0,0
"69841","verwarmend",0,0
"69842","verwarming",0,0
"69843","verwarmingsen",0,0
"69844","verwarmingstoestel",0,0
"69845","verwarmingstoestellen",0,0
"69846","verwarring",0,0
"69847","verwb",0,0
"69848","verwbepen",0,0
"69849","verweegen",0,0
"69850","verweij",0,0
"69851","verwekken",0,0
"69852","verwelfde",0,0
"69853","verwer",0,0
"69854","verwerij",0,0
"69855","verwerkthébbrnde",0,0
"69856","verwersaffaire",0,0
"69857","verwersknechten",0,0
"69858","verwersolie",0,0
"69859","verwezen",0,0
"69860","verwezenlijking",0,0
"69861","verwiel",0,0
"69862","verwijderd",0,0
"69863","verwisselen",0,0
"69864","verwisseling",0,0
"69865","verwisselt",0,0
"69866","verwittigd",0,0
"69867","verwjjzen",0,0
"69868","verwmdt",0,0
"69869","verwniging",0,0
"69870","verwoesting",0,0
"69871","verwonderd",0,0
"69872","verxisekaie",0,0
"69873","very",0,0
"69874","veryoer",0,0
"69875","verz",0,0
"69876","verzachte",0,0
"69877","verzachten",0,0
"69878","verzachtenden",0,0
"69879","verzajiem",0,0
"69880","verzamefe",0,0
"69881","verzamelaar",0,0
"69882","verzamelaars",0,0
"69883","verzameld",0,0
"69884","verzamelde",0,0
"69885","verzameling",0,0
"69886","verzameliw",0,0
"69887","verzamelng",0,0
"69888","verzcsenngen",0,0
"69889","verzefcprt",0,0
"69890","verzegeld",0,0
"69891","verzegelde",0,0
"69892","verzegeldepakjes",0,0
"69893","verzeilde",0,0
"69894","verzek",0,0
"69895","verzeke",0,0
"69896","verzekeraars",0,0
"69897","verzekerde",0,0
"69898","verzekerden",0,0
"69899","verzekeren",0,0
"69900","verzekerende",0,0
"69901","verzekeriagcn",0,0
"69902","verzekering",0,0
"69903","verzekeringen",0,0
"69904","verzekeringén",0,0
"69905","verzekeringmaatschappij",0,0
"69906","verzekeringpolis",0,0
"69907","verzekeringsbank",0,0
"69908","verzekeringssom",0,0
